carat,cut,color,clarity,depth,table,price
0.41,5,4,4,59.8,57.0,1061
0.25,3,5,6,61.6,57.0,633
1.21,3,3,5,62.4,60.0,7279
1.45,4,3,5,60.6,60.0,8550
0.51,4,4,2,63.0,61.0,1056
1.0,4,5,3,60.8,59.0,4234
0.7,2,2,4,63.6,58.0,2117
0.35,3,7,5,60.9,58.0,763
0.58,5,4,7,61.3,56.0,2256
0.66,2,3,5,59.8,60.9,1978
2.12,4,3,2,62.3,58.0,12693
0.9,3,4,4,63.4,59.0,4135
1.01,3,5,7,61.4,58.0,9810
0.44,5,6,3,62.6,56.0,1040
0.32,4,5,2,59.7,59.0,540
0.55,5,7,5,61.3,56.0,2251
0.71,5,2,6,61.4,58.0,2559
1.22,4,5,4,59.8,59.0,8417
0.99,5,2,3,61.8,57.0,4763
1.01,3,6,3,62.8,57.0,5499
0.35,4,6,5,62.2,58.0,921
0.4,5,4,7,60.2,60.0,997
0.36,4,4,2,61.9,56.0,608
0.58,5,7,2,63.4,57.0,1356
0.51,3,6,3,61.4,58.0,1284
1.01,3,2,3,63.4,62.0,4072
0.72,5,3,7,61.8,56.0,3708
0.41,5,6,4,61.8,57.0,935
1.21,4,3,4,61.0,58.0,7142
0.4,5,4,3,62.3,54.0,741
0.7,3,7,3,58.3,62.0,2563
0.32,5,2,5,61.7,55.6,529
1.52,5,5,3,62.3,55.1,11971
0.3,4,7,3,61.0,60.0,709
1.17,5,1,3,62.1,57.0,4617
2.06,4,2,3,61.0,58.0,15517
1.2,5,3,3,62.5,56.0,6742
0.6,5,7,4,60.4,57.0,2019
1.01,3,4,5,63.2,61.0,6529
0.32,2,7,2,63.4,56.0,477
0.33,5,2,8,62.1,55.0,891
1.24,5,4,5,61.8,55.0,10946
1.0,4,3,3,62.7,60.0,4469
2.01,2,2,3,63.8,57.0,13976
1.01,3,6,2,63.4,59.0,4299
1.13,5,3,3,62.0,57.0,5050
0.42,4,6,3,62.0,58.0,926
0.79,5,4,3,61.8,56.0,2831
0.5,2,5,6,58.5,62.0,2052
1.04,4,3,3,59.5,58.0,4890
0.78,3,7,4,62.2,56.0,3668
0.38,5,7,5,62.2,57.0,1140
1.7,4,2,4,62.4,58.0,10910
0.52,5,6,3,61.0,55.0,1586
1.5,5,4,6,61.3,56.0,17176
1.21,3,3,4,59.1,59.0,7113
1.35,4,1,3,62.1,54.0,4082
0.65,5,7,6,61.4,60.0,3228
0.53,5,4,8,61.8,57.0,2247
1.29,5,5,5,62.3,54.4,10727
0.55,5,2,7,62.7,57.0,1712
0.41,4,6,3,62.8,59.0,969
1.36,4,2,5,62.0,59.0,7592
0.34,4,4,8,62.3,59.0,1014
2.01,4,3,3,62.7,59.0,17688
0.38,5,3,7,60.7,56.0,1069
1.16,5,3,3,62.2,55.0,5554
2.01,4,3,2,60.5,61.0,16287
0.31,5,3,6,61.7,55.8,652
0.77,4,4,3,61.6,59.0,2657
2.75,5,7,1,60.9,57.0,13156
2.01,4,3,2,62.3,60.0,14558
1.06,5,7,2,61.2,57.0,4682
0.51,5,4,5,61.6,54.0,1599
0.56,5,7,4,61.9,57.0,2066
0.77,5,6,2,61.0,57.0,2360
1.51,1,4,3,65.0,59.0,8681
0.47,5,4,7,61.3,56.0,1441
0.44,5,6,5,61.5,56.0,1155
0.9,4,6,3,60.3,56.0,4209
0.9,5,4,5,62.5,57.0,5080
0.45,3,5,2,61.5,61.0,729
1.02,5,4,5,61.4,57.0,7055
0.46,5,4,7,60.7,57.0,1453
1.0,4,3,3,61.7,59.0,4144
1.01,4,3,3,60.5,58.0,4578
0.38,5,5,5,62.0,54.0,865
1.03,4,3,5,62.0,59.0,5523
0.76,5,3,4,61.4,57.0,3038
0.52,5,2,3,61.8,54.0,950
0.38,4,7,5,62.4,59.0,1140
0.52,5,5,7,62.3,56.0,2333
0.31,5,7,4,61.2,55.0,734
0.71,2,5,2,64.5,55.6,2282
0.36,5,6,3,62.4,55.0,810
2.03,3,1,6,63.2,60.0,16043
0.3,5,6,3,62.4,57.0,499
0.5,3,6,6,59.3,56.0,2168
0.58,3,4,2,63.3,58.0,1117
0.31,4,3,6,62.6,60.0,625
0.9,2,4,2,63.8,59.0,3246
0.91,1,3,3,65.3,62.0,3278
0.32,5,2,4,61.5,56.0,449
1.56,4,7,3,62.6,58.0,12226
0.42,5,3,7,61.9,54.2,1094
0.63,5,7,3,61.1,56.0,1779
0.34,5,6,5,62.2,54.2,816
0.23,3,5,6,58.1,63.0,600
2.09,2,5,2,63.4,55.0,18472
0.74,3,6,3,60.0,57.0,2839
0.5,3,3,6,62.9,56.0,1569
0.53,5,5,6,62.3,56.0,2045
1.19,3,4,2,63.4,56.0,3739
1.13,4,2,2,59.9,57.0,4271
0.78,4,3,3,60.0,60.0,2489
1.58,4,2,1,60.2,61.0,4459
0.61,4,3,3,61.2,58.0,1588
1.0,2,6,2,57.9,59.0,3752
0.38,5,4,3,61.8,54.0,969
1.01,4,5,4,61.5,58.0,6244
0.36,5,6,4,61.7,57.0,878
0.34,3,6,3,63.2,55.0,765
0.77,5,3,3,62.4,56.0,2875
0.4,1,5,3,64.7,58.0,857
1.4,3,4,5,62.6,58.0,11262
1.71,5,1,3,62.8,57.0,6320
0.41,3,7,3,63.0,57.0,717
1.13,3,3,2,62.0,58.0,5179
0.38,3,7,2,59.2,61.0,633
0.9,3,4,4,63.3,54.0,4309
0.7,3,6,5,61.5,56.0,2967
1.24,5,1,4,61.8,58.0,5361
0.51,3,5,5,63.3,59.0,1722
0.33,5,6,7,62.2,54.0,906
0.32,5,7,4,62.2,56.0,758
0.82,3,7,3,63.1,58.0,2954
1.02,5,6,2,62.3,56.0,3455
0.34,3,6,3,63.3,57.0,714
0.67,2,5,5,64.4,57.0,2244
0.79,3,7,2,63.2,57.0,3081
0.73,5,7,3,61.2,57.0,2947
0.3,4,6,6,61.4,59.0,789
0.73,4,4,4,60.7,58.0,2746
0.67,5,4,7,62.4,55.0,2577
0.54,3,6,2,61.9,58.0,1163
1.01,5,5,2,62.7,57.0,3945
0.72,5,1,7,62.4,58.0,2139
2.58,3,7,2,58.9,63.0,14749
0.9,1,3,2,65.0,61.0,2883
0.35,2,6,2,63.9,55.0,491
0.4,5,4,4,62.5,54.0,792
0.91,3,2,6,63.5,59.0,3618
0.3,5,7,2,61.1,55.0,574
0.7,4,3,5,60.2,56.0,2435
1.1,5,4,3,61.6,56.0,5610
0.41,4,6,5,60.4,58.0,1153
1.0,4,5,4,62.5,54.0,6154
0.31,5,4,7,62.0,54.0,789
1.6,5,3,4,61.2,57.0,8709
1.09,4,4,2,59.0,58.0,4456
0.3,4,3,4,62.2,59.0,473
0.23,5,5,4,60.9,57.0,498
0.52,4,5,2,61.7,58.0,1111
0.59,4,6,2,61.4,59.0,1229
0.4,4,4,3,62.0,59.0,900
1.0,3,7,6,61.3,58.0,9487
0.33,5,5,4,61.6,55.0,854
0.31,3,7,3,62.1,58.0,571
0.62,5,6,6,62.0,56.0,2904
1.5,2,2,3,61.1,63.0,8254
0.38,5,2,5,61.9,54.7,703
0.25,2,5,5,63.6,57.0,558
2.14,3,7,2,60.3,60.0,18526
0.41,4,4,7,59.7,60.0,1148
1.05,3,5,3,59.7,60.0,5666
0.75,3,4,3,60.9,58.0,2545
0.71,5,2,5,61.3,57.0,2525
0.52,3,1,7,61.7,55.5,1363
0.39,5,6,7,60.8,58.0,1183
0.53,3,6,2,58.3,62.0,1160
0.4,4,4,7,61.5,58.0,1200
0.73,5,5,5,61.4,55.0,3797
1.57,3,2,5,62.7,58.0,10682
0.52,5,3,3,62.3,54.0,1074
1.27,5,5,4,61.0,54.0,10656
1.06,5,5,3,62.1,57.0,5758
0.4,5,6,7,61.7,57.0,1397
1.04,5,5,6,61.2,57.0,9005
0.7,5,3,5,61.9,56.0,2710
0.56,4,4,2,59.6,58.0,1103
0.3,4,3,4,61.1,61.0,608
0.92,3,5,5,61.0,60.0,5006
1.28,4,4,5,60.9,58.0,9335
0.41,4,7,3,61.4,58.0,1015
1.03,4,4,3,58.2,59.0,4900
0.74,5,2,3,61.3,56.0,2769
0.4,5,4,4,60.9,58.0,825
0.7,4,3,3,62.0,58.0,2155
0.3,2,4,5,63.6,55.0,605
0.37,5,6,5,61.4,56.0,874
1.08,5,4,5,62.4,55.0,7925
0.37,4,5,4,60.5,59.0,696
1.31,3,2,2,63.5,55.0,5612
0.47,3,4,7,60.6,55.0,1780
0.52,5,4,5,61.6,54.0,1721
0.91,3,2,4,62.5,58.0,3579
1.01,3,7,2,61.9,58.0,4727
1.21,4,3,2,62.6,61.0,5421
0.71,5,2,4,62.1,59.0,2315
0.71,2,6,2,57.5,58.0,1783
1.24,5,1,4,62.1,56.0,6639
0.91,2,4,4,63.6,58.0,4183
0.7,3,3,7,63.5,58.0,2682
0.32,5,4,8,62.3,54.0,883
1.52,4,2,2,62.5,56.0,7341
0.29,3,6,5,62.8,44.0,474
1.23,5,3,2,62.1,55.9,6088
0.54,3,6,3,60.2,58.0,1358
1.19,4,3,4,62.6,56.0,6198
1.03,4,4,4,63.0,59.0,5826
0.36,4,2,4,62.7,59.0,648
0.32,5,5,6,61.9,57.0,786
1.07,5,5,8,62.0,57.0,11434
0.72,3,5,5,63.3,58.0,3219
0.71,5,4,4,61.8,56.0,3299
0.9,5,6,4,62.3,57.0,4788
0.7,4,7,5,61.0,59.0,3501
0.43,5,7,3,61.6,56.0,807
1.07,1,4,2,66.8,57.0,3545
0.7,4,4,1,59.2,61.0,1115
1.5,1,3,2,65.5,53.0,7187
0.32,2,7,3,63.6,56.0,589
1.04,5,4,4,61.8,56.0,6290
1.0,2,1,7,63.5,59.0,4633
0.33,5,7,4,62.5,55.0,781
0.7,5,6,7,61.8,55.0,5338
2.01,4,4,3,62.5,58.0,17334
0.58,2,6,5,61.5,61.9,2041
1.07,4,2,4,60.7,58.0,4491
0.7,2,5,3,59.7,64.0,2337
1.04,5,1,3,62.0,53.0,4469
0.54,4,2,8,58.8,61.0,1836
1.01,2,1,5,61.5,61.0,4189
1.05,4,4,4,62.8,58.0,6181
0.34,5,7,4,60.6,57.0,1033
1.5,4,2,2,62.7,57.0,7526
0.34,4,5,6,59.6,60.0,928
1.51,2,6,3,62.8,59.0,11487
0.72,5,3,2,61.4,55.0,2112
0.31,4,3,8,61.7,58.0,1046
1.16,4,4,5,61.9,58.0,8107
0.83,5,4,3,62.1,57.0,3044
0.5,2,5,2,62.0,54.7,1214
0.41,5,4,6,60.4,56.0,1076
1.23,5,3,3,61.0,56.0,6439
1.19,5,3,1,61.5,57.0,3732
0.46,1,5,4,66.0,58.0,982
0.33,4,3,6,61.6,58.0,854
0.56,3,5,5,61.2,58.0,1929
0.41,5,5,4,61.0,57.0,1107
0.37,5,7,4,61.3,56.0,1124
1.07,5,4,4,61.1,59.0,6324
0.83,5,7,3,61.3,56.0,3990
1.0,1,7,2,65.6,66.0,3767
0.32,3,4,4,59.9,57.0,561
0.51,5,4,2,61.3,55.0,1094
0.25,4,4,2,58.8,60.0,1186
0.36,3,7,7,59.0,59.0,1119
0.51,4,4,4,61.3,59.0,1343
0.52,5,7,4,60.3,56.0,1677
0.41,4,4,5,62.4,57.0,961
0.7,3,6,5,61.9,61.0,3235
0.41,5,7,3,62.7,56.0,791
0.43,5,4,8,61.2,57.0,1433
1.5,2,3,2,64.0,61.0,5208
0.41,5,5,7,60.7,56.0,1356
0.31,5,5,4,61.6,56.0,749
0.91,3,3,3,63.0,57.0,3087
1.01,4,4,2,62.4,59.0,4327
0.55,4,4,4,62.7,60.0,1445
1.2,2,2,5,64.8,58.0,5600
1.06,5,6,6,61.0,57.0,9712
0.37,3,6,5,60.2,56.0,925
0.55,5,3,6,61.9,56.0,1668
1.31,4,3,2,60.0,57.0,6089
0.7,3,5,1,63.2,61.0,1736
0.41,5,3,3,62.4,53.0,722
0.53,5,6,6,61.9,55.0,2263
0.3,5,5,7,61.7,57.0,1041
1.34,3,3,6,59.7,60.0,9735
1.0,3,4,4,63.0,59.0,5702
1.03,5,5,5,59.0,55.0,7752
1.7,3,1,3,59.1,61.0,7713
0.3,5,5,5,61.5,55.0,612
0.9,5,7,2,62.3,57.0,3871
1.23,3,5,5,60.6,58.0,9346
1.17,2,1,3,63.9,55.0,4054
1.52,5,3,4,61.9,55.0,11379
2.02,5,3,3,62.4,58.0,17141
1.52,2,3,3,63.6,57.0,9898
0.33,4,2,6,61.0,58.0,579
1.5,5,1,3,61.1,56.7,7520
2.16,5,4,2,62.5,54.2,18001
0.78,5,5,5,61.6,56.0,3537
0.36,5,6,3,62.0,57.0,810
0.55,5,4,4,62.4,56.0,1556
0.5,3,6,4,61.5,56.0,1624
0.59,5,3,2,61.9,55.0,1292
0.34,5,4,6,62.4,53.0,751
1.54,3,4,4,63.0,59.0,11708
1.24,3,2,5,61.4,63.0,5444
0.5,5,7,2,62.4,56.0,1239
0.36,4,5,5,61.3,57.0,1013
1.01,3,2,3,61.4,62.0,4693
1.01,2,1,3,58.8,57.0,3853
0.39,4,4,3,62.4,58.0,878
0.7,5,6,3,62.8,56.0,2537
0.31,3,7,5,63.7,58.0,709
1.17,5,4,4,62.2,57.0,6321
0.42,4,3,5,61.6,58.0,1087
0.54,5,4,3,61.2,58.0,1404
0.77,5,3,3,62.2,56.0,2781
1.5,1,5,4,65.3,57.0,13853
0.5,3,5,3,62.7,61.0,1197
1.2,5,4,4,61.9,57.0,7930
0.72,3,4,3,63.1,57.0,2385
0.8,5,5,4,62.7,54.0,3369
1.88,3,2,4,62.2,57.0,13607
0.73,5,6,5,61.7,57.0,3758
0.5,3,1,3,63.3,60.0,963
0.7,3,7,3,62.3,59.0,2827
1.26,5,6,5,61.2,56.0,11323
0.32,5,5,7,61.4,56.0,912
0.72,5,5,5,61.6,56.0,3759
0.53,5,4,6,61.4,57.0,2250
0.34,4,3,3,62.1,59.0,477
0.4,4,3,5,62.7,59.0,731
0.56,5,7,4,61.9,57.0,1963
0.5,3,6,5,63.9,55.0,1604
0.56,5,7,3,62.5,56.0,1729
1.51,2,2,2,63.6,60.0,7957
1.1,3,3,3,63.5,55.0,4682
1.31,5,3,5,62.5,56.0,8774
1.14,2,2,2,60.0,65.0,3735
0.31,5,3,3,61.3,57.0,421
0.42,4,4,7,62.7,58.0,1235
0.63,3,5,4,63.0,56.2,2032
0.7,4,2,7,59.1,60.0,2513
1.0,2,3,3,63.4,56.0,4389
0.71,5,6,4,61.6,56.0,3381
0.32,5,5,6,62.1,54.0,1008
2.1,1,4,1,67.4,59.0,6597
0.7,5,6,2,60.5,56.0,2375
0.23,5,4,8,61.8,56.0,536
0.38,3,6,3,58.3,61.0,640
0.7,3,6,5,62.5,56.0,3063
0.33,4,3,4,61.3,60.0,668
0.28,5,5,3,62.3,54.0,453
1.1,5,1,2,62.0,59.0,4226
0.51,2,1,4,63.1,56.0,984
0.27,5,2,5,62.2,55.0,432
0.35,4,3,2,61.6,58.0,441
0.32,3,7,3,62.7,57.0,589
2.32,4,1,2,62.5,58.0,14666
0.33,5,7,2,62.9,56.0,631
0.3,2,4,8,63.8,55.0,956
0.92,2,7,3,60.2,56.0,5259
0.57,3,6,4,63.0,59.0,1654
0.7,2,6,3,61.4,64.0,2872
0.59,5,6,4,61.4,58.0,1657
1.57,4,2,4,62.6,58.0,9847
0.57,5,3,5,60.9,56.0,1800
1.02,3,6,2,59.6,59.0,4398
0.36,5,6,4,61.1,56.0,1013
0.37,5,6,3,61.4,56.0,777
0.3,4,3,7,62.7,59.0,878
1.58,4,3,5,61.7,59.0,11491
1.0,4,4,7,62.9,53.0,7848
1.0,5,2,2,60.9,57.0,3811
0.31,5,4,7,62.5,54.0,816
0.58,5,6,5,62.2,55.0,2041
0.51,2,7,2,64.2,56.0,1232
0.7,5,5,3,62.2,55.0,2697
1.0,3,6,2,60.5,59.0,4435
0.61,4,3,3,59.5,62.0,1382
2.14,3,5,2,58.2,61.0,17582
0.4,5,3,8,60.9,58.0,1074
0.57,3,1,3,60.6,61.0,1037
0.91,3,4,5,63.4,54.0,4209
1.79,4,4,3,60.5,58.0,14127
0.52,4,4,7,61.9,61.0,2153
0.98,5,2,2,62.6,54.0,3873
1.2,5,4,3,62.2,58.0,6741
1.03,5,7,3,61.0,57.0,5804
0.25,5,5,4,62.8,57.0,436
0.9,4,6,3,61.1,58.0,4106
0.33,5,6,4,61.6,57.0,723
1.49,3,3,4,62.7,60.0,9552
0.57,1,5,6,65.2,56.2,1902
1.0,4,5,6,61.2,60.0,8400
0.43,5,5,6,62.2,55.0,1169
1.29,4,3,4,60.7,61.0,7802
0.43,3,5,4,61.0,57.0,905
0.55,4,5,4,62.2,58.0,1698
0.35,5,3,8,61.7,56.0,984
0.8,5,5,4,61.3,55.0,3913
0.3,4,6,4,62.0,58.0,844
0.3,5,5,8,60.9,56.0,886
1.13,1,3,3,65.3,59.0,5771
0.9,5,7,3,60.7,57.0,4304
0.31,5,7,4,61.9,56.0,734
0.33,5,6,7,61.9,54.0,945
0.35,5,4,3,61.3,56.0,669
0.23,3,6,7,58.8,61.0,485
0.41,2,5,7,63.9,56.0,915
0.56,5,5,4,62.2,55.0,1739
0.31,3,7,3,60.0,61.0,571
0.36,2,4,3,63.3,56.0,537
0.5,4,5,6,62.7,56.0,1987
1.21,3,1,4,62.4,58.0,4191
0.9,5,2,4,61.5,58.0,3629
0.37,2,7,3,63.7,55.0,681
1.23,4,7,2,62.3,58.0,6833
1.2,2,1,2,63.3,54.4,4659
0.3,3,7,3,62.5,59.0,552
1.04,4,4,8,61.3,58.0,9039
0.61,5,3,5,60.8,56.0,2053
0.75,3,5,3,63.1,58.0,2347
1.5,5,4,5,61.3,53.9,13820
1.02,5,7,5,60.5,56.0,8181
0.46,3,7,4,63.4,59.0,1030
1.52,3,4,2,60.9,57.0,8151
0.74,3,6,4,61.4,63.0,2638
1.01,4,7,3,62.8,58.0,4751
0.41,4,4,7,60.3,60.0,1230
0.9,5,3,5,61.8,55.0,4964
1.16,5,7,5,61.2,58.0,10241
0.52,2,5,5,64.2,58.0,1841
0.71,3,6,4,59.6,60.0,2954
0.71,5,7,2,61.5,56.0,2633
0.32,2,6,7,59.4,61.0,801
0.33,5,2,3,63.0,57.0,557
1.09,3,3,3,63.2,57.0,4871
1.01,4,3,3,61.9,59.0,4191
1.18,2,4,3,58.0,59.0,6743
0.9,5,4,2,61.4,56.0,4044
0.31,4,2,6,62.1,58.0,698
0.3,5,6,6,60.9,57.0,786
0.37,5,4,4,61.3,57.0,649
0.5,2,4,7,63.3,56.0,1966
1.22,3,4,8,62.0,59.0,8793
1.51,3,2,7,62.0,58.0,11512
0.53,5,5,2,60.3,56.0,1335
0.31,4,3,5,61.4,56.0,698
1.09,5,1,4,43.0,54.0,4778
1.03,4,4,4,62.1,57.0,6146
0.34,4,3,7,61.2,60.0,775
0.54,5,4,5,61.7,57.0,1726
0.77,5,7,2,62.3,55.0,3011
1.0,3,7,2,59.4,60.0,4543
0.4,3,5,3,59.6,61.0,927
0.3,5,5,4,62.5,53.3,601
0.38,5,6,8,61.9,56.0,1433
0.7,5,5,5,62.4,56.0,2874
1.51,5,6,5,62.2,57.0,17649
0.32,5,5,7,61.7,56.0,926
0.41,4,4,6,61.4,58.0,1076
1.02,4,3,3,61.1,58.0,5084
0.71,4,7,3,61.4,58.0,2863
1.25,4,3,2,61.6,54.0,5740
0.4,3,4,3,60.0,63.0,702
0.8,5,4,2,62.0,56.0,2517
0.61,5,5,2,62.3,57.0,1303
1.23,5,2,2,61.2,58.0,5315
0.3,4,4,3,61.6,59.0,574
0.32,5,4,5,61.7,55.0,828
0.32,5,4,4,62.5,56.0,561
1.01,2,7,4,64.0,58.0,6176
1.29,4,4,4,58.7,58.0,8842
0.37,5,6,3,61.9,56.0,649
1.01,4,3,2,60.3,60.0,4412
0.9,3,5,5,61.2,56.0,5324
0.4,5,7,6,61.4,56.0,1152
1.52,5,7,3,60.6,58.0,14426
0.34,4,3,6,62.7,59.0,880
1.08,5,3,3,59.7,60.0,5154
0.41,3,4,4,59.9,59.0,827
1.04,5,5,2,62.0,54.0,4695
0.31,5,3,4,61.2,59.0,515
0.3,2,1,3,63.8,56.0,351
1.23,5,3,1,61.6,55.0,3168
0.54,3,4,5,63.6,56.0,1698
0.45,3,4,5,60.0,57.1,1154
1.01,3,4,3,62.7,58.0,5231
0.3,3,7,3,63.1,56.0,662
0.32,5,4,5,61.4,54.0,614
0.3,5,5,4,61.1,56.0,573
0.93,2,7,2,59.2,62.0,3744
0.5,3,4,3,63.3,59.0,1187
0.35,2,5,2,63.8,56.0,591
0.75,3,6,3,61.1,59.0,3005
1.25,5,3,6,60.6,57.0,8036
0.82,3,1,2,62.0,58.0,2175
0.27,5,6,4,62.7,55.0,470
0.92,1,5,3,64.9,58.0,3117
0.7,5,3,6,62.5,56.0,2644
0.3,4,6,6,60.8,60.0,1013
0.3,5,6,4,61.8,55.0,795
0.38,5,6,6,62.5,53.0,1013
1.11,5,3,2,61.2,56.0,5496
1.2,3,2,3,63.8,57.0,5352
0.72,3,2,6,61.7,55.0,2532
0.71,4,5,3,62.3,60.0,2458
0.72,4,3,8,58.7,59.0,3048
0.38,5,6,6,61.6,55.0,1176
0.37,5,3,7,62.0,53.0,815
0.93,4,5,2,61.3,62.0,3317
0.41,5,5,6,61.7,57.0,1115
0.51,5,4,6,62.4,56.0,1916
1.14,5,4,7,61.0,56.0,9037
0.3,5,7,7,61.8,55.0,933
0.42,3,4,2,59.5,61.0,573
1.51,4,3,3,62.0,58.0,9511
0.7,3,5,5,59.9,60.0,2810
0.72,4,3,3,59.9,58.0,2334
1.0,2,5,3,60.1,65.0,4679
0.44,5,4,3,61.1,56.0,813
0.7,4,4,4,60.8,58.0,2317
1.05,3,6,3,59.7,57.0,6224
0.9,3,4,5,62.4,55.0,4358
0.34,5,2,5,62.0,54.0,501
0.31,5,7,4,62.0,55.0,734
0.7,5,3,4,62.6,54.0,2475
0.33,5,5,4,61.1,56.0,804
0.32,3,5,4,59.7,62.0,602
0.73,3,7,2,60.3,60.0,2374
0.81,3,6,3,60.3,60.0,2797
0.31,5,6,8,61.0,57.0,1319
0.71,3,6,3,59.3,59.0,2590
0.64,5,6,6,62.1,53.0,3157
1.0,3,4,4,60.6,60.0,5623
0.7,5,7,5,62.0,57.0,3335
0.52,5,4,3,61.1,55.0,1197
0.31,5,5,4,61.6,55.0,757
0.55,3,6,3,61.0,61.0,1551
0.7,1,4,1,66.7,55.0,956
1.02,3,3,4,63.3,55.0,4604
0.3,4,2,5,59.1,59.0,608
1.12,3,5,3,61.4,63.0,5374
1.74,5,7,2,64.5,56.0,12361
0.32,5,4,5,62.4,56.0,679
2.01,3,2,4,62.5,58.0,15819
0.27,5,5,6,61.4,57.0,620
0.9,3,6,2,62.2,54.0,3715
0.62,5,6,5,61.3,56.0,2731
0.28,3,3,3,61.5,56.0,360
0.56,5,4,4,61.2,56.0,1698
0.41,5,5,4,61.1,56.0,863
1.08,5,3,7,62.5,54.0,6961
0.4,4,5,5,62.6,58.0,982
0.9,5,2,3,62.0,56.0,3537
0.5,3,2,3,62.4,58.0,1048
1.24,4,5,5,60.1,59.0,9738
0.38,3,5,5,62.7,57.0,883
0.55,5,6,2,62.0,56.0,1273
1.01,4,4,4,61.9,59.0,5864
0.33,5,5,5,61.2,57.0,738
0.3,4,6,4,62.9,58.0,844
1.5,3,5,8,63.2,58.0,18552
0.57,3,6,6,60.0,61.0,2485
0.5,4,6,3,61.5,62.0,1415
1.52,2,4,4,63.3,57.0,11235
0.36,4,4,5,62.3,59.0,932
0.41,4,7,7,62.2,58.0,1413
0.3,5,3,3,62.2,57.0,450
1.02,3,5,2,60.3,59.0,4241
1.28,3,1,3,63.4,59.0,4967
0.57,4,5,3,61.8,57.0,1571
0.38,5,7,5,61.3,56.0,919
1.53,4,2,2,62.7,62.0,7389
1.52,5,2,2,60.2,57.0,7661
0.35,5,5,7,61.8,55.0,945
0.5,5,4,4,62.6,57.0,1424
0.79,4,4,4,62.3,58.0,2959
0.51,5,4,6,62.0,57.0,1877
0.52,5,6,4,61.4,54.0,1694
0.72,5,5,3,61.7,54.0,2737
0.9,4,4,3,62.2,60.0,3734
0.3,5,5,3,62.2,54.2,499
0.3,3,4,3,59.7,60.0,447
1.06,5,3,2,62.5,57.1,4829
1.01,3,5,2,63.4,54.0,4270
1.04,3,4,6,62.8,54.0,7481
1.4,4,4,2,62.0,60.0,7225
0.72,5,2,4,61.7,56.0,2650
1.78,3,5,3,60.6,57.0,13659
0.42,5,3,8,61.9,56.0,1216
0.74,4,2,5,62.9,57.0,2193
0.42,4,5,3,60.6,61.0,926
1.02,3,5,5,61.9,59.0,7257
1.01,2,6,4,63.7,56.0,6335
0.91,5,4,3,61.9,56.0,4731
0.71,2,5,2,64.0,58.0,1818
0.32,5,2,2,61.9,56.0,391
0.31,5,4,5,61.5,54.0,658
0.9,3,4,2,63.1,59.0,3353
1.36,5,4,3,60.9,56.0,8977
0.76,3,4,4,61.1,57.0,3170
1.09,3,4,4,60.9,56.0,6388
1.51,4,3,3,60.6,59.0,10519
2.02,2,3,2,59.0,61.0,13144
0.9,2,1,4,62.3,64.0,3423
0.35,5,5,5,62.4,57.0,1011
0.5,3,4,3,62.9,59.0,1187
1.02,4,6,2,58.7,58.0,4990
0.51,4,6,4,61.4,56.0,1733
0.7,4,3,5,62.3,60.0,2333
0.4,5,3,7,62.3,54.0,1088
1.52,5,1,5,61.3,55.0,7740
1.24,5,4,6,61.2,56.0,9362
1.01,5,4,4,61.5,57.0,6516
1.09,5,3,4,61.4,57.0,6419
0.31,4,4,5,62.2,58.0,625
1.01,4,5,4,62.5,58.0,6271
2.01,4,2,2,58.2,61.0,13052
1.01,2,6,3,63.6,60.0,5132
1.5,4,2,7,62.4,60.0,10956
0.43,4,6,2,61.0,60.0,704
1.56,5,4,3,61.2,56.0,11628
1.5,4,3,3,62.7,58.0,9768
0.8,4,1,2,60.2,59.0,2022
0.96,1,4,2,72.2,56.0,2438
0.55,3,6,3,63.0,59.0,1406
0.34,3,4,4,59.6,62.0,556
1.01,4,5,4,61.2,57.5,7277
0.3,5,3,3,61.3,58.0,450
0.54,5,4,6,61.5,57.0,2060
1.13,5,3,4,62.0,57.0,6045
0.31,4,2,6,62.1,58.0,544
1.13,5,3,2,62.0,57.0,4556
0.32,3,6,4,62.8,54.0,702
1.12,4,3,4,60.6,59.0,6052
1.0,3,3,3,62.8,56.0,4830
0.63,3,4,2,63.3,59.0,1105
0.32,3,6,4,61.6,58.0,594
0.9,3,3,2,62.1,56.0,3295
0.42,4,4,5,62.4,59.0,984
0.4,4,5,3,62.9,58.0,882
1.0,2,4,3,59.9,58.0,6437
0.34,5,3,4,61.5,54.0,537
0.71,2,5,6,58.2,60.0,2956
0.31,5,4,7,61.3,60.0,710
1.0,2,6,3,63.9,57.0,4573
0.81,3,2,5,63.2,59.0,2655
0.33,5,5,4,62.0,54.2,660
0.32,5,4,8,61.7,54.0,918
0.32,5,2,5,61.3,56.0,523
0.54,4,6,4,61.3,59.0,1993
0.56,5,6,3,62.7,57.0,1698
0.54,3,6,3,62.1,59.0,1379
0.43,1,3,3,62.7,66.0,984
0.77,4,6,2,60.8,58.0,2519
0.47,5,4,3,60.8,56.0,1163
1.06,4,2,5,61.2,57.1,5550
1.51,3,2,3,61.6,58.0,9283
1.51,5,1,4,62.0,56.0,8217
0.35,5,3,7,61.7,56.0,1024
0.9,3,6,3,61.8,59.0,4165
1.18,5,3,2,61.2,57.0,5182
0.31,5,6,4,61.8,54.0,872
0.71,5,5,5,60.9,57.0,3710
0.43,5,4,6,60.9,57.0,1056
0.33,2,7,4,63.5,56.0,625
0.5,2,6,2,58.3,58.0,1101
